Month,Year,Municipality,Dengue_Cases
Jan,2023,Santo Tomas,1
Feb,2023,Santo Tomas,0
Mar,2023,Santo Tomas,1
Apr,2023,Santo Tomas,0
May,2023,Santo Tomas,0
Jun,2023,Santo Tomas,2
Jul,2023,Santo Tomas,2
Aug,2023,Santo Tomas,2
Sep,2023,Santo Tomas,1
Oct,2023,Santo Tomas,2
Nov,2023,Santo Tomas,0
Dec,2023,Santo Tomas,0
Jan,2024,Santo Tomas,2
Feb,2024,Santo Tomas,2
Mar,2024,Santo Tomas,1
Apr,2024,Santo Tomas,0
May,2024,Santo Tomas,0
Jun,2024,Santo Tomas,1
Jul,2024,Santo Tomas,3
Aug,2024,Santo Tomas,9
Sep,2024,Santo Tomas,2
Oct,2024,Santo Tomas,0
Jan,2019,Sison,24
Feb,2019,Sison,4
Mar,2019,Sison,1
Apr,2019,Sison,1
May,2019,Sison,0
Jun,2019,Sison,0
Jul,2019,Sison,14
Aug,2019,Sison,26
Sep,2019,Sison,19
Oct,2019,Sison,8
Nov,2019,Sison,5
Dec,2019,Sison,0
Jan,2020,Sison,5
Feb,2020,Sison,1
Mar,2020,Sison,0
Apr,2020,Sison,2
May,2020,Sison,7
Jun,2020,Sison,11
Jul,2020,Sison,8
Aug,2020,Sison,8
Sep,2020,Sison,3
Oct,2020,Sison,1
Nov,2020,Sison,3
Dec,2020,Sison,5
Jan,2021,Sison,5
Feb,2021,Sison,4
Mar,2021,Sison,4
Apr,2021,Sison,1
May,2021,Sison,2
Jun,2021,Sison,37
Jul,2021,Sison,21
Aug,2021,Sison,19
Sep,2021,Sison,2
Oct,2021,Sison,1
Nov,2021,Sison,0
Dec,2021,Sison,0
Jan,2022,Sison,1
Feb,2022,Sison,1
Mar,2022,Sison,0
Apr,2022,Sison,0
May,2022,Sison,1
Jun,2022,Sison,0
Jul,2022,Sison,8
Aug,2022,Sison,12
Sep,2022,Sison,6
Oct,2022,Sison,2
Nov,2022,Sison,3
Dec,2022,Sison,3
Jan,2023,Sison,1
Feb,2023,Sison,0
Mar,2023,Sison,2
Apr,2023,Sison,1
May,2023,Sison,3
Jun,2023,Sison,8
Jul,2023,Sison,5
Aug,2023,Sison,4
Sep,2023,Sison,7
Oct,2023,Sison,6
Nov,2023,Sison,4
Dec,2023,Sison,0
Jan,2024,Sison,1
Feb,2024,Sison,1
Mar,2024,Sison,1
Apr,2024,Sison,1
May,2024,Sison,1
Jun,2024,Sison,2
Jul,2024,Sison,16
Aug,2024,Sison,16
Sep,2024,Sison,14
Oct,2024,Sison,6
Jan,2019,Sual,4
Feb,2019,Sual,4
Mar,2019,Sual,2
Apr,2019,Sual,0
May,2019,Sual,1
Jun,2019,Sual,3
Jul,2019,Sual,9
Aug,2019,Sual,6
Sep,2019,Sual,10
Oct,2019,Sual,9
Nov,2019,Sual,5
Dec,2019,Sual,1
Jan,2020,Sual,0
Feb,2020,Sual,3
Mar,2020,Sual,0
Apr,2020,Sual,0
May,2020,Sual,0
Jun,2020,Sual,2
Jul,2020,Sual,16
Aug,2020,Sual,7
Sep,2020,Sual,6
Oct,2020,Sual,0
Nov,2020,Sual,3
Dec,2020,Sual,3
Jan,2021,Sual,12
Feb,2021,Sual,6
Mar,2021,Sual,9
Apr,2021,Sual,5
May,2021,Sual,10
Jun,2021,Sual,10
Jul,2021,Sual,13
Aug,2021,Sual,3
Sep,2021,Sual,2
Oct,2021,Sual,0
Nov,2021,Sual,1
Dec,2021,Sual,0
Jan,2022,Sual,0
Feb,2022,Sual,0
Mar,2022,Sual,2
Apr,2022,Sual,0
May,2022,Sual,2
Jun,2022,Sual,2
Jul,2022,Sual,4
Aug,2022,Sual,2
Sep,2022,Sual,0
Oct,2022,Sual,0
Nov,2022,Sual,1
Dec,2022,Sual,0
Jan,2023,Sual,0
Feb,2023,Sual,0
Mar,2023,Sual,2
Apr,2023,Sual,1
May,2023,Sual,0
Jun,2023,Sual,1
Jul,2023,Sual,1
Aug,2023,Sual,5
Sep,2023,Sual,5
Oct,2023,Sual,1
Nov,2023,Sual,4
Dec,2023,Sual,1
Jan,2024,Sual,3
Feb,2024,Sual,0
Mar,2024,Sual,1
Apr,2024,Sual,0
May,2024,Sual,2
Jun,2024,Sual,6
Jul,2024,Sual,47
Aug,2024,Sual,23
Sep,2024,Sual,8
Oct,2024,Sual,0
Jan,2019,Tayug,9
Feb,2019,Tayug,2
Mar,2019,Tayug,0
Apr,2019,Tayug,0
May,2019,Tayug,2
Jun,2019,Tayug,2
Jul,2019,Tayug,9
Aug,2019,Tayug,46
Sep,2019,Tayug,26
Oct,2019,Tayug,23
Nov,2019,Tayug,16
Dec,2019,Tayug,3
Jan,2020,Tayug,5
Feb,2020,Tayug,2
Mar,2020,Tayug,0
Apr,2020,Tayug,0
May,2020,Tayug,0
Jun,2020,Tayug,0
Jul,2020,Tayug,1
Aug,2020,Tayug,1
Sep,2020,Tayug,3
Oct,2020,Tayug,1
Nov,2020,Tayug,5
Dec,2020,Tayug,5
Jan,2021,Tayug,1
Feb,2021,Tayug,3
Mar,2021,Tayug,10
Apr,2021,Tayug,2
May,2021,Tayug,3
Jun,2021,Tayug,8
Jul,2021,Tayug,13
Aug,2021,Tayug,21
Sep,2021,Tayug,5
Oct,2021,Tayug,2
Nov,2021,Tayug,0
Dec,2021,Tayug,0
Jan,2022,Tayug,2
Feb,2022,Tayug,1
Mar,2022,Tayug,0
Apr,2022,Tayug,0
May,2022,Tayug,2
Jun,2022,Tayug,2
Jul,2022,Tayug,10
Aug,2022,Tayug,4
Sep,2022,Tayug,0
Oct,2022,Tayug,0
Nov,2022,Tayug,1
Dec,2022,Tayug,0
Jan,2023,Tayug,0
Feb,2023,Tayug,0
Mar,2023,Tayug,0
Apr,2023,Tayug,0
May,2023,Tayug,3
Jun,2023,Tayug,4
Jul,2023,Tayug,1
Aug,2023,Tayug,2
Sep,2023,Tayug,1
Oct,2023,Tayug,4
Nov,2023,Tayug,5
Dec,2023,Tayug,2
Jan,2024,Tayug,0
Feb,2024,Tayug,0
Mar,2024,Tayug,0
Apr,2024,Tayug,0
May,2024,Tayug,0
Jun,2024,Tayug,1
Jul,2024,Tayug,15
Aug,2024,Tayug,54
Sep,2024,Tayug,42
Oct,2024,Tayug,8
Jan,2019,Umingan,12
Feb,2019,Umingan,2
Mar,2019,Umingan,3
Apr,2019,Umingan,3
May,2019,Umingan,0
Jun,2019,Umingan,4
Jul,2019,Umingan,18
Aug,2019,Umingan,33
Sep,2019,Umingan,39
Oct,2019,Umingan,27
Nov,2019,Umingan,18
Dec,2019,Umingan,9
Jan,2020,Umingan,9
Feb,2020,Umingan,7
Mar,2020,Umingan,1
Apr,2020,Umingan,0
May,2020,Umingan,0
Jun,2020,Umingan,3
Jul,2020,Umingan,15
Aug,2020,Umingan,43
Sep,2020,Umingan,54
Oct,2020,Umingan,34
Nov,2020,Umingan,22
Dec,2020,Umingan,16
Jan,2021,Umingan,12
Feb,2021,Umingan,14
Mar,2021,Umingan,14
Apr,2021,Umingan,15
May,2021,Umingan,10
Jun,2021,Umingan,16
Jul,2021,Umingan,43
Aug,2021,Umingan,55
Sep,2021,Umingan,6
Oct,2021,Umingan,7
Nov,2021,Umingan,4
Dec,2021,Umingan,2
Jan,2022,Umingan,4
Feb,2022,Umingan,0
Mar,2022,Umingan,3
Apr,2022,Umingan,2
May,2022,Umingan,2
Jun,2022,Umingan,2
Jul,2022,Umingan,7
Aug,2022,Umingan,18
Sep,2022,Umingan,14
Oct,2022,Umingan,21
Nov,2022,Umingan,7
Dec,2022,Umingan,7
Jan,2023,Umingan,11
Feb,2023,Umingan,5
Mar,2023,Umingan,4
Apr,2023,Umingan,1
May,2023,Umingan,4
Jun,2023,Umingan,11
Jul,2023,Umingan,28
Aug,2023,Umingan,40
Sep,2023,Umingan,16
Oct,2023,Umingan,6
Nov,2023,Umingan,7
Dec,2023,Umingan,8
Jan,2024,Umingan,5
Feb,2024,Umingan,2
Mar,2024,Umingan,0
Apr,2024,Umingan,0
May,2024,Umingan,0
Jun,2024,Umingan,1
Jul,2024,Umingan,13
Aug,2024,Umingan,19
Sep,2024,Umingan,23
Oct,2024,Umingan,8
Jan,2019,Urbiztondo,2
Feb,2019,Urbiztondo,2
Mar,2019,Urbiztondo,1
Apr,2019,Urbiztondo,0
May,2019,Urbiztondo,1
Jun,2019,Urbiztondo,0
Jul,2019,Urbiztondo,10
Aug,2019,Urbiztondo,10
Sep,2019,Urbiztondo,22
Oct,2019,Urbiztondo,16
Nov,2019,Urbiztondo,13
Dec,2019,Urbiztondo,5
Jan,2020,Urbiztondo,6
Feb,2020,Urbiztondo,7
Mar,2020,Urbiztondo,0
Apr,2020,Urbiztondo,0
May,2020,Urbiztondo,1
Jun,2020,Urbiztondo,1
Jul,2020,Urbiztondo,2
Aug,2020,Urbiztondo,6
Sep,2020,Urbiztondo,10
Oct,2020,Urbiztondo,13
Nov,2020,Urbiztondo,13
Dec,2020,Urbiztondo,9
Jan,2021,Urbiztondo,5
Feb,2021,Urbiztondo,4
Mar,2021,Urbiztondo,0
Apr,2021,Urbiztondo,5
May,2021,Urbiztondo,4
Jun,2021,Urbiztondo,2
Jul,2021,Urbiztondo,8
Aug,2021,Urbiztondo,4
Sep,2021,Urbiztondo,5
Oct,2021,Urbiztondo,2
Nov,2021,Urbiztondo,1
Dec,2021,Urbiztondo,0
Jan,2022,Urbiztondo,0
Feb,2022,Urbiztondo,2
Mar,2022,Urbiztondo,0
Apr,2022,Urbiztondo,1
May,2022,Urbiztondo,4
Jun,2022,Urbiztondo,4
Jul,2022,Urbiztondo,1
Aug,2022,Urbiztondo,5
Sep,2022,Urbiztondo,3
Oct,2022,Urbiztondo,0
Nov,2022,Urbiztondo,0
Dec,2022,Urbiztondo,0
Jan,2023,Urbiztondo,0
Feb,2023,Urbiztondo,0
Mar,2023,Urbiztondo,1
Apr,2023,Urbiztondo,0
May,2023,Urbiztondo,0
Jun,2023,Urbiztondo,1
Jul,2023,Urbiztondo,2
Aug,2023,Urbiztondo,3
Sep,2023,Urbiztondo,6
Oct,2023,Urbiztondo,3
Nov,2023,Urbiztondo,5
Dec,2023,Urbiztondo,0
Jan,2024,Urbiztondo,4
Feb,2024,Urbiztondo,4
Mar,2024,Urbiztondo,13
Apr,2024,Urbiztondo,1
May,2024,Urbiztondo,4
Jun,2024,Urbiztondo,22
Jul,2024,Urbiztondo,106
Aug,2024,Urbiztondo,137
Sep,2024,Urbiztondo,59
Oct,2024,Urbiztondo,12
Jan,2019,Urdaneta City,36
Feb,2019,Urdaneta City,20
Mar,2019,Urdaneta City,10
Apr,2019,Urdaneta City,3
May,2019,Urdaneta City,2
Jun,2019,Urdaneta City,4
Jul,2019,Urdaneta City,22
Aug,2019,Urdaneta City,60
Sep,2019,Urdaneta City,89
Oct,2019,Urdaneta City,82
Nov,2019,Urdaneta City,65
Dec,2019,Urdaneta City,39
Jan,2020,Urdaneta City,32
Feb,2020,Urdaneta City,23
Mar,2020,Urdaneta City,10
Apr,2020,Urdaneta City,1
May,2020,Urdaneta City,4
Jun,2020,Urdaneta City,10
Jul,2020,Urdaneta City,16
Aug,2020,Urdaneta City,15
Sep,2020,Urdaneta City,17
Oct,2020,Urdaneta City,19
Nov,2020,Urdaneta City,35
Dec,2020,Urdaneta City,30
Jan,2021,Urdaneta City,38
Feb,2021,Urdaneta City,23
Mar,2021,Urdaneta City,27
Apr,2021,Urdaneta City,5
May,2021,Urdaneta City,3
Jun,2021,Urdaneta City,3
Jul,2021,Urdaneta City,22
Aug,2021,Urdaneta City,43
Sep,2021,Urdaneta City,41
Oct,2021,Urdaneta City,29
Nov,2021,Urdaneta City,12
Dec,2021,Urdaneta City,8
Jan,2022,Urdaneta City,4
Feb,2022,Urdaneta City,0
Mar,2022,Urdaneta City,0
Apr,2022,Urdaneta City,1
May,2022,Urdaneta City,3
Jun,2022,Urdaneta City,17
Jul,2022,Urdaneta City,51
Aug,2022,Urdaneta City,67
Sep,2022,Urdaneta City,24
Oct,2022,Urdaneta City,16
Nov,2022,Urdaneta City,18
Dec,2022,Urdaneta City,10
Jan,2023,Urdaneta City,11
Feb,2023,Urdaneta City,6
Mar,2023,Urdaneta City,5
Apr,2023,Urdaneta City,1
May,2023,Urdaneta City,4
Jun,2023,Urdaneta City,9
Jul,2023,Urdaneta City,8
Aug,2023,Urdaneta City,8
Sep,2023,Urdaneta City,10
Oct,2023,Urdaneta City,14
Nov,2023,Urdaneta City,15
Dec,2023,Urdaneta City,5
Jan,2024,Urdaneta City,2
Feb,2024,Urdaneta City,0
Mar,2024,Urdaneta City,0
Apr,2024,Urdaneta City,0
May,2024,Urdaneta City,1
Jun,2024,Urdaneta City,2
Jul,2024,Urdaneta City,19
Aug,2024,Urdaneta City,82
Sep,2024,Urdaneta City,76
Oct,2024,Urdaneta City,33
Jan,2019,Villasis,6
Feb,2019,Villasis,11
Mar,2019,Villasis,8
Apr,2019,Villasis,5
May,2019,Villasis,2
Jun,2019,Villasis,2
Jul,2019,Villasis,10
Aug,2019,Villasis,25
Sep,2019,Villasis,28
Oct,2019,Villasis,29
Nov,2019,Villasis,20
Dec,2019,Villasis,7
Jan,2020,Villasis,5
Feb,2020,Villasis,6
Mar,2020,Villasis,0
Apr,2020,Villasis,0
May,2020,Villasis,0
Jun,2020,Villasis,2
Jul,2020,Villasis,1
Aug,2020,Villasis,5
Sep,2020,Villasis,8
Oct,2020,Villasis,7
Nov,2020,Villasis,8
Dec,2020,Villasis,7
Jan,2021,Villasis,8
Feb,2021,Villasis,8
Mar,2021,Villasis,3
Apr,2021,Villasis,1
May,2021,Villasis,3
Jun,2021,Villasis,3
Jul,2021,Villasis,11
Aug,2021,Villasis,15
Sep,2021,Villasis,7
Oct,2021,Villasis,3
Nov,2021,Villasis,1
Dec,2021,Villasis,0
Jan,2022,Villasis,3
Feb,2022,Villasis,0
Mar,2022,Villasis,1
Apr,2022,Villasis,3
May,2022,Villasis,3
Jun,2022,Villasis,13
Jul,2022,Villasis,19
Aug,2022,Villasis,19
Sep,2022,Villasis,8
Oct,2022,Villasis,8
Nov,2022,Villasis,5
Dec,2022,Villasis,2
Jan,2023,Villasis,2
Feb,2023,Villasis,5
Mar,2023,Villasis,3
Apr,2023,Villasis,1
May,2023,Villasis,3
Jun,2023,Villasis,3
Jul,2023,Villasis,7
Aug,2023,Villasis,4
Sep,2023,Villasis,3
Oct,2023,Villasis,3
Nov,2023,Villasis,1
Dec,2023,Villasis,4
Jan,2024,Villasis,3
Feb,2024,Villasis,0
Mar,2024,Villasis,0
Apr,2024,Villasis,0
May,2024,Villasis,0
Jun,2024,Villasis,0
Jul,2024,Villasis,23
Aug,2024,Villasis,70
Sep,2024,Villasis,28
Oct,2024,Villasis,8
